field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,associat_2,associat_3,basisOfRec,behavior,bibliograp,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,depth,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventRemar,eventTime,family,familyKey,fieldNumbe,footprintS,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,georefer_5,habitat,higherClas,higherGeog,higherGe_1,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,http_//u_7,identifica,identifi_1,identifi_2,identifi_3,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,modified,month,municipali,nameAccord,nomenclatu,nomencla_1,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismQu,organism_1,organismRe,originalNa,otherCatal,ownerInsti,parentEven,parentName,phylum,phylumKey,preparatio,previousId,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rights,rightsHold,sampleSize,samplingEf,samplingPr,scientific,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimCo,verbatimEl,verbatimEv,verbatimId,verbatimLo,verbatimSR,verbatimTa,vernacular,waterBody,year,downloadDa
"360",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Ohio,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"96924912",Gastropoda,"225","Ohio, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-02T18:59:51,"2",NA,NA,NA,NA,NA,NA,NA,2021-10-02T14:58:14,NA,NA,18:58:14Z,Arionidae,"2629",NA,NA,NA,United States of America,3408220599,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,jenniferc3,NA,NA,NA,"211129305",NA,NA,NA,Jennifer C,"96924912",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3408220599.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:28:17.086,2022/06/03 11:28:17.086,41.412452999999999,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-82.635268999999994,2021-11-03T12:39:40.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/96924912,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jennifer C,NA,https://www.inaturalist.org/observations/96924912,NA,Jennifer C,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-10-02 14:58:14,NA,"Huron Township, OH, USA",NA,NA,NA,NA,"2021",2022/07/05
"362",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"98278530",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"61",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-15T14:42:27,"15",NA,NA,NA,NA,NA,NA,NA,2021-10-15T10:41:52,NA,NA,14:41:52Z,Arionidae,"2629",NA,NA,NA,United States of America,3415493913,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,madeg312,NA,NA,NA,"214041871",NA,NA,NA,Madeline Golden,"98278530",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3415493913.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:57:54.665,2022/06/03 10:57:54.665,42.285963000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-85.617988999999994,2021-11-29T02:00:27.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/98278530,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Madeline Golden,NA,https://www.inaturalist.org/observations/98278530,NA,Madeline Golden,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-10-15 10:41:52,NA,"Schneider, Kalamazoo, MI 49006, USA",NA,NA,NA,NA,"2021",2022/07/05
"366",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Pennsylvania,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"97389560",Gastropoda,"225","Pennsylvania, United States",Observations,NA,NA,NA,NA,"27908",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-06T21:41:41,"6",NA,NA,NA,NA,NA,NA,NA,2021-10-06T17:06:36,NA,NA,21:06:36Z,Arionidae,"2629",NA,NA,NA,United States of America,3465939743,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,avylynne,NA,NA,NA,"212114217",NA,NA,NA,Serena,"97389560",FALSE,NA,Coordinate uncertainty increased to 27908m at the request of the observer,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3465939743.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:54:55.515,2022/06/03 11:54:55.515,40.664895000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-75.215118000000004,2022-02-07T04:37:58.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/97389560,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Serena,NA,https://www.inaturalist.org/observations/97389560,NA,Serena,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021-10-06 17:06:36,NA,"Pennsylvania, US",NA,NA,NA,NA,"2021",2022/07/05
"367",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Kentucky,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"97890266",Gastropoda,"225","Kentucky, United States",Observations,NA,NA,NA,NA,"10",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-10-11T13:40:26,"11",NA,NA,NA,NA,NA,NA,NA,2021-10-11T09:40:08,NA,NA,13:40:08Z,Arionidae,"2629",NA,NA,NA,United States of America,3466219828,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,glwalker,NA,NA,NA,"213163150",NA,NA,NA,glwalker,"97890266",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3466219828.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:58:13.477,2022/06/03 10:58:13.477,38.266269999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-85.659689999999998,2022-01-25T19:47:20.000+00:00,"10",NA,NA,NA,NA,https://www.inaturalist.org/observations/97890266,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,glwalker,NA,https://www.inaturalist.org/observations/97890266,NA,glwalker,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Mon Oct 11 2021 09:40:08 GMT-0400 (EDT),NA,"Druid Hills Rd, Louisville, KY, US",NA,NA,NA,NA,"2021",2022/07/05
"371",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,New York,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"100361761",Gastropoda,"225","New York, United States",Observations,NA,NA,NA,NA,"27630",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-11-06T02:07:30,"2",NA,NA,NA,NA,NA,NA,NA,2021-11-02T23:12:23,NA,NA,03:12:23Z,Arionidae,"2629",NA,NA,NA,United States of America,3415866325,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,marinemoleculess,NA,NA,NA,"218882341",NA,NA,NA,Larry Chen,"100361761",FALSE,NA,Coordinate uncertainty increased to 27630m at the request of the observer,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3415866325.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:57:49.334,2022/06/03 10:57:49.334,42.474966000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-76.515524999999997,2021-11-06T22:18:06.000+00:00,"11",NA,NA,NA,NA,https://www.inaturalist.org/observations/100361761,Slug reproduction!!!,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,marinemoleculess,NA,https://www.inaturalist.org/observations/100361761,NA,marinemoleculess,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Tue Nov 02 2021 23:12:23 GMT-0400 (EDT),NA,"New York, US",NA,NA,NA,NA,"2021",2022/07/05
"373",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"101150829",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"410",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-11-14T23:52:37,"1",NA,NA,NA,NA,NA,NA,NA,2021-11-01T14:56:00,NA,NA,18:56:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3416237514,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,bios1620_r_budzynski,NA,NA,NA,"220786609",NA,NA,NA,Rhiannon Friends,"101150829",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3416237514.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:14:05.892,2022/06/03 11:14:05.892,42.285699000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-85.609234000000001,2021-11-29T18:43:48.000+00:00,"11",NA,NA,NA,NA,https://www.inaturalist.org/observations/101150829,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,bios1620_r_budzynski,NA,https://www.inaturalist.org/observations/101150829,NA,bios1620_r_budzynski,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Mon Nov 01 2021 14:56:00 GMT-0400 (EDT),NA,"Kalamazoo College, Kalamazoo, MI, US",NA,NA,NA,NA,"2021",2022/07/05
"374",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Michigan,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"102565113",Gastropoda,"225","Michigan, United States",Observations,NA,NA,NA,NA,"27630",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-12-05T22:38:59,"22",NA,NA,NA,NA,NA,NA,NA,2021-11-22T13:55:00,NA,NA,18:55:00Z,Arionidae,"2629",NA,NA,NA,United States of America,3455488073,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,ken-potter,NA,NA,NA,"224637510",NA,NA,NA,Ken Potter,"102565113",FALSE,NA,Coordinate uncertainty increased to 27630m at the request of the observer,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3455488073.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:27:50.590,2022/06/03 11:27:50.590,42.443880000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-83.854021000000003,2021-12-05T22:55:28.000+00:00,"11",NA,NA,NA,NA,https://www.inaturalist.org/observations/102565113,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ken Potter,NA,https://www.inaturalist.org/observations/102565113,NA,Ken Potter,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2021/11/22 1:55 PM EST,NA,"Michigan, US",NA,NA,NA,NA,"2021",2022/07/05
"421",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Connecticut,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"43229873",Gastropoda,"225","Connecticut, United States",Observations,NA,NA,NA,NA,"45",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-04-25T01:32:35,"24",NA,NA,NA,NA,NA,NA,NA,2020-04-24T17:59:55,NA,NA,21:59:55Z,Arionidae,"2629",NA,NA,NA,United States of America,2611066868,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,erikact,NA,NA,NA,"97578233",NA,NA,NA,erikact,"43229873",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2611066868.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:53:55.080,2022/06/03 11:53:55.080,41.250422999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-73.284983999999994,2020-04-25T02:12:52.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/43229873,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,erikact,NA,https://www.inaturalist.org/observations/43229873,NA,erikact,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Fri Apr 24 2020 17:59:55 GMT-0400 (EDT),NA,"Center Rd, Easton, CT, US",NA,NA,NA,NA,"2020",2022/07/05
"423",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,North Carolina,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"43231613",Gastropoda,"225","North Carolina, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-04-25T01:40:29,"24",NA,NA,NA,NA,NA,NA,NA,2020-04-24T20:14:29,NA,NA,00:14:29Z,Arionidae,"2629",NA,NA,NA,United States of America,2611200118,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,lbyrley,NA,NA,NA,"97580900",NA,NA,NA,Jack Byrley,"43231613",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2611200118.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:55:31.115,2022/06/03 10:55:31.115,35.925452000000000,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-82.426452999999995,2020-04-25T02:12:11.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/43231613,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jack Byrley,NA,https://www.inaturalist.org/observations/43231613,NA,Jack Byrley,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2020-04-24 8:14:29 PM EDT,NA,"Cane River, NC, USA",NA,NA,NA,NA,"2020",2022/07/05
"425",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Washington,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"44079858",Gastropoda,"225","Washington, United States",Observations,NA,NA,NA,NA,"8",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-04-28T04:20:47,"27",NA,NA,NA,NA,NA,NA,NA,2020-04-27T18:05:06,NA,NA,01:05:06Z,Arionidae,"2629",NA,NA,NA,United States of America,2611375789,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,hawnzd,NA,NA,NA,"98954372",NA,NA,NA,Zach Hawn,"44079858",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2611375789.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:55:48.929,2022/06/03 10:55:48.929,47.188752999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-122.427699000000004,2020-05-02T20:06:20.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/44079858,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Zach Hawn,NA,https://www.inaturalist.org/observations/44079858,NA,Zach Hawn,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2020-04-27 6:05:06 PM PDT,NA,"South End, Tacoma, WA, USA",NA,NA,NA,NA,"2020",2022/07/05
"426",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,North Carolina,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"44423926",Gastropoda,"225","North Carolina, United States",Observations,NA,NA,NA,NA,NA,United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-01T00:00:47,"30",NA,NA,NA,NA,NA,NA,NA,2020-04-30T19:14:01,NA,NA,23:14:01Z,Arionidae,"2629",NA,NA,NA,United States of America,2611407059,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,lbyrley,NA,NA,NA,"99784258",NA,NA,NA,Jack Byrley,"44423926",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,2611407059.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 10:55:26.252,2022/06/03 10:55:26.252,35.927546000000000,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-82.427006000000006,2020-05-01T00:13:27.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/44423926,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jack Byrley,NA,https://www.inaturalist.org/observations/44423926,NA,Jack Byrley,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,2020-04-30 7:14:01 PM EDT,NA,"Cane River, NC, USA",NA,NA,NA,NA,"2020",2022/07/05
"464",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Georgia,DeKalb Co.,NA,NA,NA,NA,PRESERVED_SPECIMEN,NA,NA,LACM 182352,Gastropoda,"225","Herbert Taylor Park, NE Atlanta,, Georgia, DeKalb Co., United States, NORTH_AMERICA",Malacology,urn:uuid:dee915bc-cc75-47a3-94a0-0f730e7d0809,fa23dcb3-d050-421f-aa56-f37975d470fe,NORTH_AMERICA,NA,"10",United States,"107",NA,NA,ec0ad39f-3370-4d51-a663-cb27abd2a6bb,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,2020-04-28T00:00:00,NA,NA,NA,Arionidae,"2629",NA,NA,NA,United States of America,3415152468,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,terrestrial,Animalia | Mollusca | Gastropoda | Sigmurethra | Arionidae,North America | United States | Georgia | DeKalb Co.,NA,a86e9e36-12ec-49a4-a94c-c0c981fffb71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C. Visaggi,8e2b9fe7-6483-46ea-99c8-1d91fff61ca9,FALSE,NA,NA,c6c9f784-8af9-4631-9912-dde88e38fafb,LACM,urn:lsid:biocol.org:col:34802,2fc908ba-e775-49e2-bffe-6b9041c3b70f,FALSE,NA,NA,US,LC,3415152468.000000000000000,Animalia,"1",en,2022/06/01 18:44:10.660,2022/06/01 18:47:13.173,2022/06/01 18:47:13.173,33.798912000000001,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,"Herbert Taylor Park, NE Atlanta,",NA,NA,NA,-84.798912000000001,2022-06-01T00:00:00.000+00:00,"4",NA,NA,NA,NA,8e2b9fe7-6483-46ea-99c8-1d91fff61ca9,NA,PRESENT,Stylommatophora,"1456",NA,"1",individuals,NA,NA,NA,LACM,NA,NA,Mollusca,"52",ETOH,NA,NA,DWC_ARCHIVE,US,493fe050-055d-11d8-b84f-b8a03c50a862,C. Visaggi,NA,NA,NA,NA,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,NA,"2294099",ACCEPTED,SPECIES,NA,PhysicalObject,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020",2022/07/05
"467",NA,"Arion subfuscus (Draparnaud, 1805)","2294099",NA,Ohio,NA,NA,NA,NA,NA,HUMAN_OBSERVATION,NA,NA,"44359129",Gastropoda,"225","Ohio, United States",Observations,NA,NA,NA,NA,"16",United States,"309",NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-04-30T12:05:20,"30",NA,NA,NA,NA,NA,NA,NA,2020-04-30T08:05:01,NA,NA,12:05:01Z,Arionidae,"2629",NA,NA,NA,United States of America,3759851414,Arion,Arion,"2294092",WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,NA,NA,jksnyder,NA,NA,NA,"99624500",NA,NA,NA,jksnyder,"44359129",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,LC,3759851414.000000000000000,Animalia,"1",NA,2022/06/03 07:39:47.021,2022/06/03 11:25:29.257,2022/06/03 11:25:29.257,39.282502000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-84.384681000000000,2022-04-04T01:55:37.000+00:00,"4",NA,NA,NA,NA,https://www.inaturalist.org/observations/44359129,NA,PRESENT,Stylommatophora,"1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,Mollusca,"52",NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,jksnyder,NA,https://www.inaturalist.org/observations/44359129,NA,jksnyder,NA,NA,NA,"Arion subfuscus (Draparnaud, 1805)",Arion subfuscus,"2294099",subfuscus,NA,NA,"61428","2294099",ACCEPTED,SPECIES,NA,NA,NA,NA,NA,Thu Apr 30 2020 08:05:01 GMT-0400 (EDT),NA,"Sharon Woods Golf Course, Sharonville, OH, US",NA,NA,NA,NA,"2020",2022/07/05
