fid,field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,basisOfRec,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventTime,family,familyKey,fieldNumbe,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,habitat,higherClas,higherGeog,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,identifica,identifi_1,identifi_2,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,materialSa,modified,month,municipali,nameAccord,nomenclatu,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismNa,organismRe,originalNa,otherCatal,ownerInsti,phylum,phylumKey,preparatio,programmeA,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rightsHold,samplingPr,scientific,scientif_1,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimEl,verbatimEv,verbatimLo,vernacular,waterBody,year,downloadDa
67,794,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"23583098",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"161",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-04-28T07:01:15,"27",NA,NA,NA,NA,NA,NA,2019-04-27T20:18:00,NA,06:18:00Z,Veronicellidae,6526,NA,NA,United States of America,2294412374.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,waimeamiddleschool,NA,NA,NA,NA,"52004712",NA,NA,waimeamiddleschool,"23583098",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294412374.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:22:31.128+00:00,2022-02-20T00:22:31.128+00:00,20.028247000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.720581000000010,NA,2021-11-12T10:31:29.000+00:00,"4",NA,NA,NA,https://www.inaturalist.org/observations/23583098,There were dozens of them on my lawn - they looked like giant licorice gumdrops. It was just after a good (one inch) rainfall. Mr. Binder,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,waimeamiddleschool,NA,https://www.inaturalist.org/observations/23583098,waimeamiddleschool,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019/04/27 8:18 PM HST,"Waimea, HI 96743, USA",NA,NA,"2019",2022-02-20
68,810,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"24718780",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"32",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-05-23T07:34:36,"6",NA,NA,NA,NA,NA,NA,2019-05-06T21:37:17,NA,07:37:17Z,Veronicellidae,6526,NA,NA,United States of America,2294414860.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,tinylemur,NA,NA,NA,NA,"56079607",NA,NA,Jay Matsumoto,"24718780",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294414860.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:04:20.117+00:00,2022-02-20T01:04:20.117+00:00,19.082767000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.790404999999993,NA,2019-07-20T10:03:12.000+00:00,"5",NA,NA,NA,https://www.inaturalist.org/observations/24718780,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Holly,NA,https://www.inaturalist.org/observations/24718780,Holly,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Mon May 06 2019 21:37:17 GMT-1000 (HST),"92-1275�92-1279 Kona Kai Blvd, Captain Cook, HI, US",NA,NA,"2019",2022-02-20
69,842,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"28085785",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"45",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-05T08:43:53,"2",NA,NA,NA,NA,NA,NA,2019-07-02T12:23:09,NA,22:23:09Z,Veronicellidae,6526,NA,NA,United States of America,2294436198.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,hsrose,NA,NA,NA,NA,"61430689",NA,NA,Yan Cai,"28085785",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294436198.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:22:04.259+00:00,2022-02-20T00:22:04.259+00:00,19.928927999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.789683999999994,NA,2019-07-20T09:02:45.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/28085785,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,hsrose,NA,https://www.inaturalist.org/observations/28085785,hsrose,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Tue Jul 02 2019 12:23:09 GMT-1000 (HST),"68-3890 Lua Kula St, Waikoloa, HI, US",NA,NA,"2019",2022-02-20
70,844,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"28600006",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"24",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,NA,"10",NA,NA,NA,NA,NA,NA,2019-07-10T20:09:07,NA,06:09:07Z,Veronicellidae,6526,NA,NA,United States of America,2294447335.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,themurm523,NA,NA,NA,NA,NA,NA,NA,NA,"28600006",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294447335.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:23:13.882+00:00,2022-02-20T00:23:13.882+00:00,20.921588000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.694351000000012,NA,2019-07-20T13:37:17.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/28600006,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,themurm523,NA,https://www.inaturalist.org/observations/28600006,themurm523,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Jul 10 2019 20:09:07 GMT-1000 (HST),"Whaler's Village, Kaanapali, HI, US",NA,NA,"2019",2022-02-20
71,854,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"30225669",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"65",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-08-05T05:24:21,"4",NA,NA,NA,NA,NA,NA,2019-08-04T18:55:19,NA,04:55:19Z,Veronicellidae,6526,NA,NA,United States of America,2366032757.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,lysa71,NA,NA,NA,NA,"65535271",NA,NA,lysa71,"30225669",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2366032757.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:44:51.662+00:00,2022-02-20T00:44:51.662+00:00,19.940659000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.865312999999986,NA,2019-08-18T11:09:30.000+00:00,"8",NA,NA,NA,https://www.inaturalist.org/observations/30225669,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,lysa71,NA,https://www.inaturalist.org/observations/30225669,lysa71,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sun Aug 04 2019 18:55:19 GMT-1000 (HST),"Hawaii County, US-HI, US",NA,NA,"2019",2022-02-20
72,857,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"32835877",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"4",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-09-16T15:44:26,"27",NA,NA,NA,NA,NA,NA,2019-08-27T09:04:00,NA,07:04:00Z,Veronicellidae,6526,NA,NA,United States of America,2423101591.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,burguenomuc,NA,NA,NA,NA,"71123122",NA,NA,Michael Barth,"32835877",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2423101591.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:22:24.089+00:00,2022-02-20T00:22:24.089+00:00,20.983986999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.671242000000007,NA,2019-09-16T16:33:22.000+00:00,"8",NA,NA,NA,https://www.inaturalist.org/observations/32835877,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Michael Barth,NA,https://www.inaturalist.org/observations/32835877,Michael Barth,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019/08/27 9:04 AM CEST,"Napili-Honokowai, HI, USA",NA,NA,"2019",2022-02-20
73,870,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"33739364",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-02T04:19:38,"28",NA,NA,NA,NA,NA,NA,2019-09-28T10:15:43,NA,10:15:43Z,Veronicellidae,6526,NA,NA,United States of America,2429343305.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,emilyburkeartwork,NA,NA,NA,NA,"73044493",NA,NA,emilyburkeartwork,"33739364",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2429343305.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T01:04:38.758+00:00,2022-02-20T01:04:38.758+00:00,22.092970000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-159.328612999999990,NA,2019-10-02T06:55:39.000+00:00,"9",NA,NA,NA,https://www.inaturalist.org/observations/33739364,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,emilyburkeartwork,NA,https://www.inaturalist.org/observations/33739364,emilyburkeartwork,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019-09-28 10:15:43 AM HST,"Kapa<U+02BB>a, HI 96746, USA",NA,NA,"2019",2022-02-20
74,884,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"35078588",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-10-30T06:53:33,"29",NA,NA,NA,NA,NA,NA,2019-10-29T20:46:25,NA,03:46:25Z,Veronicellidae,6526,NA,NA,United States of America,2447987876.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,benkeen,NA,NA,NA,NA,"76196961",NA,NA,Ben Keen,"35078588",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2447987876.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:48:52.255+00:00,2022-02-20T00:48:52.255+00:00,19.624701999999999,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-155.984435999999988,NA,2021-05-18T02:37:45.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/35078588,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Ben Keen,NA,https://www.inaturalist.org/observations/35078588,Ben Keen,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019-10-29 8:46:25 PM HST,"Holualoa, HI, USA",NA,NA,"2019",2022-02-20
75,888,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"47196677",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"67314",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-05-24T23:07:33,"11",NA,NA,NA,NA,NA,NA,2019-10-11T09:18:48,NA,16:18:48Z,Veronicellidae,6526,NA,NA,United States of America,2634276359.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,ericalsf,NA,NA,NA,NA,"105432782",NA,NA,Erica Fleniken,"47196677",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2634276359.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:23:25.411+00:00,2022-02-20T00:23:25.411+00:00,21.440860000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-158.000056999999998,NA,2020-05-25T20:56:19.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/47196677,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Erica Fleniken,NA,https://www.inaturalist.org/observations/47196677,Erica Fleniken,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019-10-11 9:18:48 AM PDT,Oahu,NA,NA,"2019",2022-02-20
76,908,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"37799474",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"4",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2020-01-21T03:42:05,"13",NA,NA,NA,NA,NA,NA,2019-12-13T17:38:00,NA,03:38:00Z,Veronicellidae,6526,NA,NA,United States of America,2563538441.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,tavita22,NA,NA,NA,NA,"84446372",NA,NA,Kevin Huang,"37799474",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2563538441.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:22:40.398+00:00,2022-02-20T00:22:40.398+00:00,21.360783000000001,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.899352999999991,NA,2020-01-21T12:21:01.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/37799474,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,tavita22,NA,https://www.inaturalist.org/observations/37799474,tavita22,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2019/12/13 5:38 PM HST,"Moanalua, Honolulu, HI, USA",NA,NA,"2019",2022-02-20
77,957,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"14053396",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-07-04T20:55:45,"27",NA,NA,NA,NA,NA,NA,2018-06-27T23:02:28,NA,09:02:28Z,Veronicellidae,6526,NA,NA,United States of America,1880637396.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,damontighe,NA,NA,NA,NA,"30507062",NA,NA,Damon Tighe,"14053396",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1880637396.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:21:38.379+00:00,2022-02-20T00:21:38.379+00:00,21.318777999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.831344999999999,NA,2018-07-05T13:36:02.000+00:00,"6",NA,NA,NA,https://www.inaturalist.org/observations/14053396,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Damon Tighe,NA,https://www.inaturalist.org/observations/14053396,Damon Tighe,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed Jun 27 2018 23:02:28 GMT-1000 (HST),"Honolulu County, US-HI, US",NA,NA,"2018",2022-02-20
78,960,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"14074124",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"10",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-07-06T11:04:10,"28",NA,NA,NA,NA,NA,NA,2018-06-28T21:06:00,NA,04:06:00Z,Veronicellidae,6526,NA,NA,United States of America,1913145434.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,damontighe,NA,NA,NA,NA,"30607580",NA,NA,Yan Cai,"14074124",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1913145434.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:34:28.197+00:00,2022-02-20T00:34:28.197+00:00,21.300896999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.783050000000003,NA,2019-07-20T22:53:54.000+00:00,"6",NA,NA,NA,https://www.inaturalist.org/observations/14074124,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Damon Tighe,NA,https://www.inaturalist.org/observations/14074124,Damon Tighe,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2018/06/28 9:06 PM PDT,"Palolo, Honolulu, HI, USA",NA,NA,"2018",2022-02-20
79,965,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"18161863",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"285",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-11-21T15:34:39,"3",NA,NA,NA,NA,NA,NA,2018-06-03T21:41:00,NA,02:41:00Z,Veronicellidae,6526,NA,NA,United States of America,2294404642.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,johngsalamander,NA,NA,NA,NA,"39978568",NA,NA,Yan Cai,"18161863",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294404642.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:20:51.610+00:00,2022-02-20T00:20:51.610+00:00,21.385757000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.807619999999986,NA,2019-07-21T03:25:45.000+00:00,"6",NA,NA,NA,https://www.inaturalist.org/observations/18161863,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,John G. Phillips,NA,https://www.inaturalist.org/observations/18161863,John G. Phillips,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2018/06/03 9:41 PM CDT,"Honolulu County, HI, USA",NA,NA,"2018",2022-02-20
80,971,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"14507681",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"159",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-07-19T14:01:44,"9",NA,NA,NA,NA,NA,NA,2018-07-09T23:35:00,NA,05:35:00Z,Veronicellidae,6526,NA,NA,United States of America,1883559541.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,anthonywood,NA,NA,NA,NA,"31473658",NA,NA,Yan Cai,"14507681",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1883559541.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:19:50.316+00:00,2022-02-20T00:19:50.316+00:00,20.709401000000000,http://creativecommons.org/publicdomain/zero/1.0/legalcode,NA,NA,NA,NA,NA,-156.442408999999998,NA,2019-07-20T22:49:36.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/14507681,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Tony Wood,NA,https://www.inaturalist.org/observations/14507681,Tony Wood,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2018/07/09 11:35 PM MDT,"Wailea-Makena, HI, USA",NA,NA,"2018",2022-02-20
